Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
 215/ 157/ 8 (C),-0.000,-0.000,-16.019,-6.251,0.000,3.850
 215/ 157/ 9 (C),-0.000,-0.000,-16.488,-6.828,0.000,3.850
 215/ 157/ 13 (C),-0.000,-0.000,-17.210,-8.137,0.000,3.850
 215/ 157/ 14 (C),-0.000,-0.000,-16.423,-6.327,0.000,3.850
 216/ 124/ 6 (C),72.952,9.687,1.297,-1.806,12.442,2.800
 216/ 124/ 7 (C),106.645,14.868,2.005,-2.800,19.292,2.800
 216/ 124/ 8 (C),71.821,10.170,1.428,-2.007,13.528,2.800
 216/ 124/ 9 (C),72.629,9.825,1.334,-1.863,12.752,2.800
 216/ 124/ 13 (C),73.103,9.349,2.100,-2.908,11.967,2.800
 216/ 124/ 14 (C),73.284,9.819,0.437,-0.618,12.450,2.800
 216/ 157/ 6 (C),66.652,9.687,1.297,1.825,-14.683,2.800
 216/ 157/ 7 (C),98.140,14.868,2.005,2.814,-22.337,2.800
 216/ 157/ 8 (C),65.521,10.170,1.428,1.991,-14.949,2.800
 216/ 157/ 9 (C),66.329,9.825,1.334,1.873,-14.759,2.800
 216/ 157/ 13 (C),66.803,9.349,2.100,2.973,-14.210,2.800
 216/ 157/ 14 (C),66.984,9.819,0.437,0.605,-15.043,2.800
 217/ 155/ 6 (C),0.000,-0.000,5.089,23.024,-0.000,3.700
 217/ 155/ 7 (C),0.000,-0.000,6.452,35.801,-0.000,3.700
 217/ 155/ 8 (C),0.000,-0.000,3.418,26.887,-0.000,3.700
 217/ 155/ 9 (C),0.000,-0.000,4.612,24.128,-0.000,3.700
 217/ 155/ 13 (C),0.000,-0.000,5.013,23.102,-0.000,3.700
 217/ 155/ 14 (C),0.000,0.000,5.882,21.290,0.000,3.700
 217/ 156/ 6 (C),0.000,-0.000,-40.652,-42.768,0.000,3.700
 217/ 156/ 7 (C),0.000,-0.000,-60.432,-64.061,0.000,3.700
 217/ 156/ 8 (C),0.000,-0.000,-42.324,-45.088,0.000,3.700
 217/ 156/ 9 (C),0.000,-0.000,-41.130,-43.431,0.000,3.700
 217/ 156/ 13 (C),0.000,-0.000,-40.729,-42.972,0.000,3.700
 217/ 156/ 14 (C),0.000,0.000,-39.859,-41.568,-0.000,3.700
 218/ 123/ 6 (C),106.881,7.633,3.921,-5.418,9.489,2.800
 218/ 123/ 7 (C),158.347,11.770,5.931,-8.191,14.832,2.800
 218/ 123/ 8 (C),109.089,7.952,4.309,-5.942,10.348,2.800
 218/ 123/ 9 (C),107.512,7.724,4.032,-5.568,9.735,2.800
 218/ 123/ 13 (C),106.441,7.554,4.744,-6.540,9.293,2.800
 218/ 123/ 14 (C),106.376,7.575,2.931,-4.073,9.318,2.800
 218/ 156/ 6 (C),100.581,7.633,3.921,5.560,-11.883,2.800
 218/ 156/ 7 (C),149.842,11.770,5.931,8.416,-18.124,2.800
 218/ 156/ 8 (C),102.789,7.952,4.309,6.123,-11.918,2.800
 218/ 156/ 9 (C),101.212,7.724,4.032,5.721,-11.893,2.800
 218/ 156/ 13 (C),100.141,7.554,4.744,6.743,-11.858,2.800
 218/ 156/ 14 (C),100.076,7.575,2.931,4.135,-11.893,2.800
 219/ 154/ 6 (C),0.001,-0.000,34.336,-17.901,-0.000,3.675
 219/ 154/ 7 (C),0.002,-0.000,51.083,-27.110,-0.000,3.675
 219/ 154/ 8 (C),0.001,-0.000,35.879,-19.569,-0.000,3.675
 219/ 154/ 9 (C),0.001,-0.000,34.777,-18.378,-0.000,3.675
 219/ 154/ 13 (C),0.001,-0.000,33.690,-16.701,-0.000,3.675
 219/ 154/ 14 (C),0.001,-0.000,34.321,-18.387,-0.000,3.675
 219/ 155/ 6 (C),0.001,-0.000,-10.901,25.161,0.000,3.675
 219/ 155/ 7 (C),0.002,-0.000,-15.051,39.099,0.000,3.675
 219/ 155/ 8 (C),0.001,-0.000,-9.358,29.162,0.000,3.675
 219/ 155/ 9 (C),0.001,-0.000,-10.460,26.304,0.000,3.675
 219/ 155/ 13 (C),0.001,-0.000,-11.547,23.987,0.000,3.675
 219/ 155/ 14 (C),0.001,-0.000,-10.916,24.620,0.000,3.675
 220/ 122/ 6 (C),56.644,9.286,-0.709,1.084,11.834,2.800
 220/ 122/ 7 (C),81.821,14.301,-1.122,1.698,18.450,2.800
 220/ 122/ 8 (C),53.290,9.707,-0.784,1.171,12.896,2.800
 220/ 122/ 9 (C),55.686,9.406,-0.730,1.109,12.137,2.800
 220/ 122/ 13 (C),57.308,9.390,0.167,-0.115,11.799,2.800
 220/ 122/ 14 (C),57.417,9.001,-1.553,2.247,11.414,2.800
 220/ 155/ 6 (C),50.344,9.286,-0.709,-0.900,-14.166,2.800
 220/ 155/ 7 (C),73.316,14.301,-1.122,-1.442,-21.594,2.800
 220/ 155/ 8 (C),46.990,9.707,-0.784,-1.024,-14.285,2.800
 220/ 155/ 9 (C),49.386,9.406,-0.730,-0.935,-14.200,2.800
 220/ 155/ 13 (C),51.008,9.390,0.167,0.354,-14.493,2.800
 220/ 155/ 14 (C),51.117,9.001,-1.553,-2.100,-13.788,2.800
 221/ 121/ 6 (C),60.154,4.215,-12.922,17.426,5.609,2.800
 221/ 121/ 7 (C),88.193,6.418,-19.582,26.445,8.592,2.800
 221/ 121/ 8 (C),61.817,4.473,-13.944,18.896,6.079,2.800
 221/ 121/ 9 (C),60.629,4.289,-13.214,17.846,5.743,2.800
 221/ 121/ 13 (C),60.192,5.076,-12.093,16.309,6.707,2.800
 221/ 121/ 14 (C),59.402,3.243,-13.314,17.912,4.309,2.800
 221/ 154/ 6 (C),53.854,4.215,-12.922,-18.757,-6.194,2.800
 221/ 154/ 7 (C),79.688,6.418,-19.582,-28.386,-9.377,2.800
 221/ 154/ 8 (C),55.517,4.473,-13.944,-20.147,-6.445,2.800
 221/ 154/ 9 (C),54.329,4.289,-13.214,-19.154,-6.266,2.800
 221/ 154/ 13 (C),53.892,5.076,-12.093,-17.551,-7.507,2.800
 221/ 154/ 14 (C),53.102,3.243,-13.314,-19.367,-4.773,2.800
 222/ 152/ 6 (C),-0.000,0.000,-24.308,109.829,0.000,3.775
 222/ 152/ 7 (C),-0.000,0.000,-36.778,165.873,0.000,3.775
 222/ 152/ 8 (C),-0.000,0.000,-25.934,118.791,0.000,3.775
 222/ 152/ 9 (C),-0.000,0.000,-24.772,112.390,0.000,3.775
 222/ 152/ 13 (C),-0.000,-0.000,-22.896,106.582,-0.000,3.775
 222/ 152/ 14 (C),-0.000,0.000,-25.022,109.235,0.000,3.775
 222/ 153/ 6 (C),-0.000,0.000,-73.573,-74.921,-0.000,3.775
 222/ 153/ 7 (C),-0.000,0.000,-111.055,-113.162,-0.000,3.775
 222/ 153/ 8 (C),-0.000,0.000,-80.165,-81.472,-0.000,3.775
 222/ 153/ 9 (C),-0.000,0.000,-75.457,-76.793,-0.000,3.775
 222/ 153/ 13 (C),-0.000,-0.000,-71.098,-70.831,0.000,3.775
 222/ 153/ 14 (C),-0.000,0.000,-73.223,-76.203,-0.000,3.775
 223/ 145/ 6 (C),-0.000,0.000,18.123,-0.443,0.000,3.525
 223/ 145/ 7 (C),-0.000,0.000,27.169,-0.448,0.000,3.525
 223/ 145/ 8 (C),-0.000,0.000,20.045,-0.697,0.000,3.525
 223/ 145/ 9 (C),-0.000,0.000,18.672,-0.516,0.000,3.525
 223/ 145/ 13 (C),-0.000,-0.000,16.160,1.808,-0.000,3.525
 223/ 145/ 14 (C),-0.000,0.000,19.262,-2.586,0.000,3.525
 223/ 153/ 6 (C),-0.000,0.000,-26.008,-14.341,-0.000,3.525
 223/ 153/ 7 (C),-0.000,0.000,-39.210,-21.669,-0.000,3.525
 223/ 153/ 8 (C),-0.000,0.000,-28.435,-15.485,-0.000,3.525
 223/ 153/ 9 (C),-0.000,0.000,-26.701,-14.668,-0.000,3.525
 223/ 153/ 13 (C),-0.000,-0.000,-27.039,-17.366,0.000,3.525
 223/ 153/ 14 (C),-0.000,0.000,-23.937,-10.827,-0.000,3.525
 224/ 120/ 6 (C),194.316,-5.509,25.693,-36.230,-7.713,2.800
 224/ 120/ 7 (C),289.805,-8.434,38.885,-54.831,-11.804,2.800
 224/ 120/ 8 (C),207.884,-6.098,28.003,-39.490,-8.530,2.800
 224/ 120/ 9 (C),198.193,-5.677,26.353,-37.161,-7.946,2.800
 224/ 120/ 13 (C),192.160,-6.942,23.855,-33.715,-9.658,2.800
 224/ 120/ 14 (C),190.657,-3.822,26.541,-37.346,-5.418,2.800
 224/ 153/ 6 (C),188.016,-5.509,25.693,35.710,7.711,2.800
 224/ 153/ 7 (C),281.300,-8.434,38.885,54.046,11.811,2.800
 224/ 153/ 8 (C),201.584,-6.098,28.003,38.918,8.546,2.800
 224/ 153/ 9 (C),191.893,-5.677,26.353,36.627,7.950,2.800
 224/ 153/ 13 (C),185.860,-6.942,23.855,33.078,9.780,2.800
 224/ 153/ 14 (C),184.357,-3.822,26.541,36.968,5.284,2.800
 225/ 151/ 6 (C),0.000,-0.000,35.907,55.767,-0.000,2.150
 225/ 151/ 7 (C),0.000,-0.000,53.581,85.023,-0.000,2.150
 225/ 151/ 8 (C),0.000,-0.000,38.236,61.684,-0.000,2.150
 225/ 151/ 9 (C),0.000,-0.000,36.573,57.457,-0.000,2.150
 225/ 151/ 13 (C),-0.000,-0.000,36.907,54.088,-0.000,2.150
 225/ 151/ 14 (C),0.000,-0.000,33.909,54.908,-0.000,2.150
 225/ 152/ 6 (C),0.000,-0.000,15.716,111.261,0.000,2.150
 225/ 152/ 7 (C),0.000,-0.000,23.792,168.200,0.000,2.150
 225/ 152/ 8 (C),0.000,-0.000,16.427,120.448,0.000,2.150
 225/ 152/ 9 (C),0.000,-0.000,15.919,113.886,0.000,2.150
 225/ 152/ 13 (C),-0.000,-0.000,17.063,112.106,0.000,2.150
 225/ 152/ 14 (C),0.000,-0.000,14.064,106.479,0.000,2.150
 226/ 143/ 6 (C),-0.000,-0.000,24.876,-4.992,-0.000,3.525
 226/ 143/ 7 (C),-0.000,-0.000,38.718,-7.771,-0.000,3.525
 226/ 143/ 8 (C),-0.000,-0.000,28.266,-5.812,-0.000,3.525
 226/ 143/ 9 (C),-0.000,-0.000,25.844,-5.226,-0.000,3.525
 226/ 143/ 13 (C),-0.000,-0.000,23.864,-4.429,-0.000,3.525
 226/ 143/ 14 (C),-0.000,0.000,24.434,-5.205,0.000,3.525
 226/ 152/ 6 (C),-0.000,-0.000,-34.410,-21.797,0.000,3.525
 226/ 152/ 7 (C),-0.000,-0.000,-53.888,-34.509,0.000,3.525
 226/ 152/ 8 (C),-0.000,-0.000,-39.055,-24.827,-0.000,3.525
 226/ 152/ 9 (C),-0.000,-0.000,-35.737,-22.663,0.000,3.525
 226/ 152/ 13 (C),-0.000,-0.000,-33.699,-21.763,0.000,3.525
 226/ 152/ 14 (C),-0.000,0.000,-33.130,-20.531,-0.000,3.525
 227/ 119/ 6 (C),20.104,-8.926,-0.516,0.731,-12.675,2.800
 227/ 119/ 7 (C),26.815,-14.122,-0.816,1.157,-20.022,2.800
 227/ 119/ 8 (C),14.741,-10.314,-0.552,0.787,-14.575,2.800
 227/ 119/ 9 (C),18.571,-9.323,-0.526,0.747,-13.218,2.800
 227/ 119/ 13 (C),20.878,-9.046,-2.443,3.410,-12.795,2.800
 227/ 119/ 14 (C),21.628,-8.211,1.426,-1.971,-11.739,2.800
 227/ 152/ 6 (C),13.804,-8.926,-0.516,-0.714,12.318,2.800
 227/ 152/ 7 (C),18.310,-14.122,-0.816,-1.128,19.521,2.800
 227/ 152/ 8 (C),8.441,-10.314,-0.552,-0.760,14.304,2.800
 227/ 152/ 9 (C),12.271,-9.323,-0.526,-0.727,12.885,2.800
 227/ 152/ 13 (C),14.578,-9.046,-2.443,-3.430,12.532,2.800
 227/ 152/ 14 (C),15.328,-8.211,1.426,2.023,11.252,2.800
 228/ 150/ 6 (C),-0.000,0.000,101.866,-112.729,0.000,1.825
 228/ 150/ 7 (C),-0.000,0.000,154.253,-170.815,0.000,1.825
 228/ 150/ 8 (C),-0.000,-0.000,111.501,-122.996,-0.000,1.825
 228/ 150/ 9 (C),-0.000,0.000,104.619,-115.662,0.000,1.825
 228/ 150/ 13 (C),-0.000,-0.000,101.488,-114.014,-0.000,1.825
 228/ 150/ 14 (C),-0.000,0.000,98.116,-107.043,0.000,1.825
 228/ 151/ 6 (C),-0.000,0.000,86.077,58.769,-0.000,1.825
 228/ 151/ 7 (C),-0.000,0.000,131.114,89.583,-0.000,1.825
 228/ 151/ 8 (C),-0.000,-0.000,94.546,65.022,0.000,1.825
 228/ 151/ 9 (C),-0.000,0.000,88.496,60.556,0.000,1.825
 228/ 151/ 13 (C),-0.000,-0.000,85.948,57.020,0.000,1.825
 228/ 151/ 14 (C),-0.000,0.000,82.576,57.838,-0.000,1.825
 229/ 142/ 6 (C),-0.000,0.000,11.287,56.904,0.000,3.525
 229/ 142/ 7 (C),-0.000,0.000,17.679,87.582,0.000,3.525
 229/ 142/ 8 (C),-0.000,0.000,12.975,63.343,0.000,3.525
 229/ 142/ 9 (C),-0.000,0.000,11.769,58.744,0.000,3.525
 229/ 142/ 13 (C),-0.000,0.000,10.739,55.828,0.000,3.525
 229/ 142/ 14 (C),-0.000,0.000,11.112,55.221,-0.000,3.525
 229/ 151/ 6 (C),-0.000,0.000,-50.170,-20.453,-0.000,3.525
 229/ 151/ 7 (C),-0.000,0.000,-77.533,-31.951,-0.000,3.525
 229/ 151/ 8 (C),-0.000,0.000,-56.310,-23.219,-0.000,3.525
 229/ 151/ 9 (C),-0.000,0.000,-51.924,-21.244,-0.000,3.525
 229/ 151/ 13 (C),-0.000,0.000,-49.041,-20.215,-0.000,3.525
 229/ 151/ 14 (C),-0.000,0.000,-48.667,-19.506,-0.000,3.525
 230/ 149/ 6 (C),-0.000,-0.000,20.149,-5.798,-0.000,2.000
 230/ 149/ 7 (C),-0.000,-0.000,30.673,-8.940,-0.000,2.000
 230/ 149/ 8 (C),-0.000,-0.000,22.523,-6.621,-0.000,2.000
 230/ 149/ 9 (C),-0.000,-0.000,20.827,-6.033,-0.000,2.000
 230/ 149/ 13 (C),-0.000,-0.000,20.814,-6.859,-0.000,2.000
 230/ 149/ 14 (C),-0.000,0.000,18.466,-4.385,0.000,2.000
 230/ 150/ 6 (C),-0.000,-0.000,-1.670,10.075,0.000,2.000
 230/ 150/ 7 (C),-0.000,-0.000,-1.868,15.721,0.000,2.000
 230/ 150/ 8 (C),-0.000,-0.000,-1.268,11.628,0.000,2.000
 230/ 150/ 9 (C),-0.000,-0.000,-1.555,10.519,0.000,2.000
 230/ 150/ 13 (C),-0.000,-0.000,-0.582,10.853,0.000,2.000
 230/ 150/ 14 (C),-0.000,0.000,-2.930,8.631,-0.000,2.000
 231/ 117/ 6 (C),204.112,-1.423,-28.520,40.147,-2.041,2.800
 231/ 117/ 7 (C),304.234,-2.274,-43.276,60.912,-3.253,2.800
 231/ 117/ 8 (C),218.236,-1.642,-31.205,43.918,-2.348,2.800
 231/ 117/ 9 (C),208.147,-1.486,-29.287,41.224,-2.129,2.800
 231/ 117/ 13 (C),201.730,-0.932,-29.598,41.591,-1.360,2.800
 231/ 117/ 14 (C),200.441,-1.821,-26.292,37.087,-2.591,2.800
 231/ 150/ 6 (C),197.812,-1.423,-28.520,-39.709,1.944,2.800
 231/ 150/ 7 (C),295.729,-2.274,-43.276,-60.260,3.114,2.800
 231/ 150/ 8 (C),211.936,-1.642,-31.205,-43.456,2.249,2.800
 231/ 150/ 9 (C),201.847,-1.486,-29.287,-40.780,2.031,2.800
 231/ 150/ 13 (C),195.430,-0.932,-29.598,-41.283,1.249,2.800
 231/ 150/ 14 (C),194.141,-1.821,-26.292,-36.529,2.508,2.800
 232/ 148/ 6 (C),0.000,0.000,-44.040,8.696,0.000,1.225
 232/ 148/ 7 (C),0.000,0.000,-66.813,13.382,0.000,1.225
 232/ 148/ 8 (C),0.000,0.000,-48.287,9.815,0.000,1.225
 232/ 148/ 9 (C),0.000,0.000,-45.254,9.016,0.000,1.225
 232/ 148/ 13 (C),-0.000,-0.000,-41.344,9.278,-0.000,1.225
 232/ 148/ 14 (C),0.000,0.000,-44.917,7.635,0.000,1.225
 232/ 149/ 6 (C),0.000,0.000,-56.381,-51.418,-0.000,1.225
 232/ 149/ 7 (C),0.000,0.000,-85.116,-77.457,-0.000,1.225
 232/ 149/ 8 (C),0.000,0.000,-61.677,-55.930,-0.000,1.225
 232/ 149/ 9 (C),0.000,0.000,-57.894,-52.707,-0.000,1.225
 232/ 149/ 13 (C),-0.000,-0.000,-53.459,-47.441,0.000,1.225
 232/ 149/ 14 (C),0.000,0.000,-57.032,-53.461,-0.000,1.225
 233/ 116/ 6 (C),181.931,0.915,7.425,-10.521,1.258,2.800
 233/ 116/ 7 (C),272.050,1.293,11.119,-15.757,1.778,2.800
 233/ 116/ 8 (C),193.340,0.964,8.048,-11.405,1.323,2.800
 233/ 116/ 9 (C),185.191,0.929,7.603,-10.774,1.277,2.800
 233/ 116/ 13 (C),178.638,1.325,6.047,-8.629,1.826,2.800
 233/ 116/ 14 (C),180.335,0.483,8.536,-12.035,0.662,2.800
 233/ 149/ 6 (C),175.631,0.915,7.425,10.268,-1.303,2.800
 233/ 149/ 7 (C),263.545,1.293,11.119,15.377,-1.843,2.800
 233/ 149/ 8 (C),187.040,0.964,8.048,11.129,-1.377,2.800
 233/ 149/ 9 (C),178.891,0.929,7.603,10.514,-1.324,2.800
 233/ 149/ 13 (C),172.338,1.325,6.047,8.302,-1.883,2.800
 233/ 149/ 14 (C),174.035,0.483,8.536,11.866,-0.691,2.800
 234/ 147/ 6 (C),0.000,0.000,-11.388,60.370,0.000,2.350
 234/ 147/ 7 (C),0.000,0.000,-17.345,90.926,0.000,2.350
 234/ 147/ 8 (C),0.000,0.000,-12.141,65.255,0.000,2.350
 234/ 147/ 9 (C),0.000,0.000,-11.603,61.765,0.000,2.350
 234/ 147/ 13 (C),0.000,0.000,-9.626,56.465,0.000,2.350
 234/ 147/ 14 (C),-0.000,0.000,-12.827,62.180,0.000,2.350
 234/ 148/ 6 (C),0.000,0.000,-34.526,6.420,-0.000,2.350
 234/ 148/ 7 (C),0.000,0.000,-51.606,9.909,-0.000,2.350
 234/ 148/ 8 (C),0.000,0.000,-37.212,7.265,-0.000,2.350
 234/ 148/ 9 (C),0.000,0.000,-35.294,6.662,-0.000,2.350
 234/ 148/ 13 (C),0.000,0.000,-32.350,7.144,-0.000,2.350
 234/ 148/ 14 (C),-0.000,0.000,-35.552,5.335,-0.000,2.350
 235/ 139/ 6 (C),0.000,0.000,35.059,-25.355,0.000,2.700
 235/ 139/ 7 (C),0.000,0.000,54.393,-38.925,0.000,2.700
 235/ 139/ 8 (C),0.000,0.000,39.525,-28.274,0.000,2.700
 235/ 139/ 9 (C),0.000,0.000,36.335,-26.189,0.000,2.700
 235/ 139/ 13 (C),0.000,0.000,34.287,-25.099,-0.000,2.700
 235/ 139/ 14 (C),0.000,0.000,33.916,-24.361,0.000,2.700
 235/ 148/ 6 (C),0.000,0.000,-9.514,2.622,-0.000,2.700
 235/ 148/ 7 (C),0.000,0.000,-15.208,3.623,-0.000,2.700
 235/ 148/ 8 (C),0.000,0.000,-11.074,2.625,-0.000,2.700
 235/ 148/ 9 (C),0.000,0.000,-9.960,2.623,-0.000,2.700
 235/ 148/ 13 (C),0.000,0.000,-8.994,2.755,-0.000,2.700
 235/ 148/ 14 (C),0.000,0.000,-9.366,2.488,-0.000,2.700
 236/ 146/ 6 (C),-0.000,-0.000,60.312,-47.476,-0.000,2.675
 236/ 146/ 7 (C),-0.000,-0.000,90.755,-71.677,-0.000,2.675
 236/ 146/ 8 (C),-0.000,-0.000,65.449,-51.535,-0.000,2.675
 236/ 146/ 9 (C),-0.000,-0.000,61.779,-48.636,-0.000,2.675
 236/ 146/ 13 (C),-0.000,-0.000,59.729,-48.058,-0.000,2.675
 236/ 146/ 14 (C),-0.000,0.000,58.692,-45.155,0.000,2.675
 236/ 147/ 6 (C),-0.000,-0.000,31.995,75.984,0.000,2.675
 236/ 147/ 7 (C),-0.000,-0.000,48.610,114.724,0.000,2.675
 236/ 147/ 8 (C),-0.000,-0.000,34.627,82.317,0.000,2.675
 236/ 147/ 9 (C),-0.000,-0.000,32.747,77.794,0.000,2.675
 236/ 147/ 13 (C),-0.000,-0.000,31.950,74.562,0.000,2.675
 236/ 147/ 14 (C),-0.000,0.000,30.913,74.692,-0.000,2.675
 237/ 134/ 6 (C),-0.000,0.000,38.805,-18.763,0.000,4.325
 237/ 134/ 7 (C),-0.000,0.000,60.132,-28.867,0.000,4.325
 237/ 134/ 8 (C),-0.000,0.000,43.807,-20.942,0.000,4.325
 237/ 134/ 9 (C),-0.000,0.000,40.234,-19.385,0.000,4.325
 237/ 134/ 13 (C),-0.000,-0.000,38.382,-19.712,-0.000,4.325
 237/ 134/ 14 (C),-0.000,0.000,37.084,-16.880,0.000,4.325
 237/ 147/ 6 (C),-0.000,0.000,-44.213,-30.458,0.000,4.325
 237/ 147/ 7 (C),-0.000,0.000,-68.799,-47.608,-0.000,4.325
 237/ 147/ 8 (C),-0.000,0.000,-49.987,-34.305,-0.000,4.325
 237/ 147/ 9 (C),-0.000,0.000,-45.863,-31.557,-0.000,4.325
 237/ 147/ 13 (C),-0.000,-0.000,-42.327,-28.243,0.000,4.325
 237/ 147/ 14 (C),-0.000,0.000,-43.625,-31.024,-0.000,4.325
 238/ 114/ 6 (C),25.010,-7.903,-5.492,7.703,-11.136,2.800
 238/ 114/ 7 (C),34.822,-12.440,-8.383,11.754,-17.511,2.800
 238/ 114/ 8 (C),21.598,-9.058,-6.027,8.453,-12.722,2.800
 238/ 114/ 9 (C),24.035,-8.233,-5.645,7.917,-11.589,2.800
 238/ 114/ 13 (C),27.111,-6.798,-6.693,9.373,-9.649,2.800
 238/ 114/ 14 (C),24.372,-8.513,-4.062,5.711,-11.942,2.800
 238/ 147/ 6 (C),18.710,-7.903,-5.492,-7.676,10.993,2.800
 238/ 147/ 7 (C),26.317,-12.440,-8.383,-11.717,17.322,2.800
 238/ 147/ 8 (C),15.298,-9.058,-6.027,-8.423,12.639,2.800
 238/ 147/ 9 (C),17.735,-8.233,-5.645,-7.889,11.463,2.800
 238/ 147/ 13 (C),20.811,-6.798,-6.693,-9.369,9.385,2.800
 238/ 147/ 14 (C),18.072,-8.513,-4.062,-5.663,11.895,2.800
 239/ 133/ 6 (C),-0.000,0.000,28.725,-15.381,0.000,4.325
 239/ 133/ 7 (C),-0.000,0.000,43.324,-23.283,0.000,4.325
 239/ 133/ 8 (C),-0.000,0.000,31.713,-17.124,0.000,4.325
 239/ 133/ 9 (C),-0.000,0.000,29.579,-15.879,0.000,4.325
 239/ 133/ 13 (C),-0.000,-0.000,29.507,-17.657,-0.000,4.325
 239/ 133/ 14 (C),-0.000,0.000,26.663,-12.358,0.000,4.325
 239/ 146/ 6 (C),-0.000,0.000,-27.099,-11.864,-0.000,4.325
 239/ 146/ 7 (C),-0.000,0.000,-40.789,-17.801,-0.000,4.325
 239/ 146/ 8 (C),-0.000,0.000,-29.705,-12.781,-0.000,4.325
 239/ 146/ 9 (C),-0.000,0.000,-27.843,-12.126,-0.000,4.325
 239/ 146/ 13 (C),-0.000,-0.000,-25.118,-8.165,0.000,4.325
 239/ 146/ 14 (C),-0.000,0.000,-27.963,-15.170,-0.000,4.325
 240/ 113/ 6 (C),171.372,-4.652,-17.009,24.072,-6.530,2.800
 240/ 113/ 7 (C),254.554,-7.122,-25.739,36.424,-9.989,2.800
 240/ 113/ 8 (C),182.616,-5.201,-18.529,26.223,-7.284,2.800
 240/ 113/ 9 (C),174.585,-4.809,-17.443,24.686,-6.745,2.800
 240/ 113/ 13 (C),167.245,-2.885,-17.553,24.791,-4.138,2.800
 240/ 113/ 14 (C),170.680,-6.183,-15.813,22.430,-8.598,2.800
 240/ 146/ 6 (C),165.072,-4.652,-17.009,-23.553,6.495,2.800
 240/ 146/ 7 (C),246.049,-7.122,-25.739,-35.646,9.952,2.800
 240/ 146/ 8 (C),176.316,-5.201,-18.529,-25.658,7.279,2.800
 240/ 146/ 9 (C),168.285,-4.809,-17.443,-24.155,6.719,2.800
 240/ 146/ 13 (C),160.945,-2.885,-17.553,-24.358,3.940,2.800
 240/ 146/ 14 (C),164.380,-6.183,-15.813,-21.847,8.715,2.800
 241/ 144/ 6 (C),-0.000,-0.000,-23.907,74.205,-0.000,2.775
 241/ 144/ 7 (C),-0.000,-0.000,-35.529,112.683,-0.000,2.775
 241/ 144/ 8 (C),-0.000,-0.000,-24.564,79.782,-0.000,2.775
 241/ 144/ 9 (C),-0.000,-0.000,-24.094,75.799,-0.000,2.775
 241/ 144/ 13 (C),-0.000,-0.000,-23.611,73.103,-0.000,2.775
 241/ 144/ 14 (C),-0.000,0.000,-23.920,72.917,0.000,2.775
 241/ 145/ 6 (C),-0.000,-0.000,-77.238,-74.341,0.000,2.775
 241/ 145/ 7 (C),-0.000,-0.000,-118.358,-113.891,0.000,2.775
 241/ 145/ 8 (C),-0.000,-0.000,-84.819,-81.458,0.000,2.775
 241/ 145/ 9 (C),-0.000,-0.000,-79.404,-76.375,0.000,2.775
 241/ 145/ 13 (C),-0.000,-0.000,-75.459,-72.295,0.000,2.775
 241/ 145/ 14 (C),-0.000,0.000,-75.768,-73.338,-0.000,2.775
 242/ 138/ 6 (C),0.000,0.000,13.874,-6.802,0.000,2.450
 242/ 138/ 7 (C),0.000,0.000,20.667,-10.187,0.000,2.450
 242/ 138/ 8 (C),0.000,0.000,14.904,-7.221,0.000,2.450
 242/ 138/ 9 (C),0.000,0.000,14.168,-6.922,0.000,2.450
 242/ 138/ 13 (C),0.000,-0.000,11.850,-4.532,-0.000,2.450
 242/ 138/ 14 (C),0.000,0.000,15.457,-8.892,0.000,2.450
 242/ 145/ 6 (C),0.000,0.000,-10.807,-3.044,-0.000,2.450
 242/ 145/ 7 (C),0.000,0.000,-15.938,-4.394,-0.000,2.450
 242/ 145/ 8 (C),0.000,0.000,-11.878,-3.515,-0.000,2.450
 242/ 145/ 9 (C),0.000,0.000,-11.113,-3.179,-0.000,2.450
 242/ 145/ 13 (C),0.000,-0.000,-12.381,-5.183,0.000,2.450
 242/ 145/ 14 (C),0.000,0.000,-8.773,-0.704,-0.000,2.450
 243/ 112/ 6 (C),208.020,-0.462,23.285,-32.862,-0.699,2.800
 243/ 112/ 7 (C),312.035,-0.692,35.651,-50.313,-1.048,2.800
 243/ 112/ 8 (C),222.829,-0.479,25.572,-36.098,-0.729,2.800
 243/ 112/ 9 (C),212.251,-0.467,23.939,-33.787,-0.708,2.800
 243/ 112/ 13 (C),205.397,-2.474,22.377,-31.615,-3.495,2.800
 243/ 112/ 14 (C),204.296,1.557,23.213,-32.723,2.108,2.800
 243/ 145/ 6 (C),201.720,-0.462,23.285,32.337,0.594,2.800
 243/ 145/ 7 (C),303.530,-0.692,35.651,49.509,0.889,2.800
 243/ 145/ 8 (C),216.529,-0.479,25.572,35.504,0.611,2.800
 243/ 145/ 9 (C),205.951,-0.467,23.939,33.242,0.599,2.800
 243/ 145/ 13 (C),199.097,-2.474,22.377,31.042,3.433,2.800
 243/ 145/ 14 (C),197.996,1.557,23.213,32.274,-2.251,2.800
 244/ 143/ 6 (C),-0.000,0.000,-9.421,53.387,0.000,1.000
 244/ 143/ 7 (C),-0.000,0.000,-15.250,81.504,0.000,1.000
 244/ 143/ 8 (C),0.000,0.000,-11.808,58.305,0.000,1.000
 244/ 143/ 9 (C),-0.000,0.000,-10.103,54.792,0.000,1.000
